,alignment_name,accepted_name,coevol
348,Eucalyptus_nanderwairca_9707924,NA,NA
349,Eucalyptus_lockyeri,Eucalyptus_lockyeri,E_lockyeri
350,Eucalyptus_aggregata_580,Eucalyptus_aggregata,E_aggregata
351,Eucalyptus_interstans_256,Eucalyptus_interstans,E_interstans
352,Eucalyptus_gillenii_720,Eucalyptus_gillenii,E_gillenii
353,Eucalyptus_blakelyi_211,Eucalyptus_blakelyi,E_blakelyi
354,Eucalyptus_infera_570,Eucalyptus_infera,E_infera
355,Eucalyptus_flindersii_AHT_E6,Eucalyptus_flindersii,E_flindersii
356,Eucalyptus_tereticornis_subsp_tereticornis_769,Eucalyptus_tereticornis,E_tereticornis
357,Eucalyptus_glaucina_626,Eucalyptus_glaucina,E_glaucina
358,Eucalyptus_nudicaulis_703,Eucalyptus_nudicaulis,E_nudicaulis
359,Eucalyptus_dwyeri_9406593,Eucalyptus_dwyeri,E_dwyeri
360,Eucalyptus_morrisii_206,Eucalyptus_morrisii,E_morrisii
361,Eucalyptus_vicina,Eucalyptus_vicina,E_vicina
362,Eucalyptus_camaldulensis_subsp_camaldulensis_ANBG_8401853,Eucalyptus_camaldulensis,E_camaldulensis
363,Eucalyptus_amplifolia_subsp_amplifolia_225,Eucalyptus_amplifolia,E_amplifolia
364,Eucalyptus_brassiana_CANB_598285,Eucalyptus_brassiana,E_brassiana
365,Eucalyptus_wetarensis,NA,NA
366,Eucalyptus_houseana_MC_10570,Eucalyptus_houseana,E_houseana
367,Eucalyptus_platyphylla,Eucalyptus_platyphylla,E_platyphylla
368,Eucalyptus_alba,Eucalyptus_alba,E_alba
369,Eucalyptus_mooreana_CANB_750218,Eucalyptus_mooreana,E_mooreana
370,Eucalyptus_apodophylla_subsp_provecta_CANB_7855329,Eucalyptus_apodophylla,E_apodophylla
371,Eucalyptus_herbertiana_CANB_785524,Eucalyptus_herbertiana,E_herbertiana
372,Eucalyptus_cupularis_CANB_785563,Eucalyptus_cupularis,E_cupularis
373,Eucalyptus_rudis_351,Eucalyptus_rudis,E_rudis
374,Eucalyptus_tintinnans_CANB_557752,Eucalyptus_tintinnans,E_tintinnans
375,Eucalyptus_grisea_690,Eucalyptus_grisea,E_grisea
376,Eucalyptus_pumila_227,Eucalyptus_pumila,E_pumila
377,Eucalyptus_paludicola_ANBG_496820,Eucalyptus_paludicola,E_paludicola
378,Eucalyptus_cosmophylla_ANBG_8409259,Eucalyptus_cosmophylla,E_cosmophylla
379,Eucalyptus_deglupta_BG_859,Eucalyptus_deglupta,NA
380,Eucalyptus_brachyandra_MC_10534,Eucalyptus_brachyandra,E_brachyandra
381,Eucalyptus_foecunda_320,Eucalyptus_foecunda,E_foecunda
382,Eucalyptus_fruticosa_30,Eucalyptus_fruticosa,E_fruticosa
383,Eucalyptus_formanii_AHT_E26,Eucalyptus_formanii,E_formanii
384,Eucalyptus_albida_46,Eucalyptus_albida,E_albida
385,Eucalyptus_wandoo_subsp_wandoo_21,Eucalyptus_wandoo,E_wandoo
386,Eucalyptus_latens_292,Eucalyptus_latens,E_latens
387,Eucalyptus_uncinata_subsp_uncinata_91,Eucalyptus_uncinata,E_uncinata
388,Eucalyptus_salicola_32,Eucalyptus_salicola,E_salicola
389,Eucalyptus_arborella_361,Eucalyptus_arborella,E_arborella
390,Eucalyptus_horistes_353,Eucalyptus_horistes,E_horistes
391,Eucalyptus_rigidula_201,Eucalyptus_rigidula,E_rigidula
392,Eucalyptus_discreta_333,Eucalyptus_discreta,E_discreta
393,Eucalyptus_plauta_35,NA,NA
394,Eucalyptus_orthostemon_446,Eucalyptus_orthostemon,E_orthostemon
395,Eucalyptus_olivina_44,Eucalyptus_olivina,E_olivina
396,Eucalyptus_leptophylla_200,Eucalyptus_leptophylla,E_leptophylla
397,Eucalyptus_dissimulata_89,Eucalyptus_dissimulata,E_dissimulata
398,Eucalyptus_perangusta_51,Eucalyptus_perangusta,E_perangusta
399,Eucalyptus_minigwalica_184,NA,NA
400,Eucalyptus_kumarlensis_587,Eucalyptus_kumarlensis,E_kumarlensis
401,Eucalyptus_aspersa_297,Eucalyptus_aspersa,E_aspersa
402,Eucalyptus_brockwayi_474,Eucalyptus_brockwayi,E_brockwayi
403,Eucalyptus_urophylla_CANB_180346,NA,NA
404,Eucalyptus_kessellii_subsp_kessellii_343,Eucalyptus_kessellii,E_kessellii
405,Eucalyptus_cooperiana_293,Eucalyptus_cooperiana,E_cooperiana
406,Eucalyptus_yalatensis_460,Eucalyptus_yalatensis,E_yalatensis
407,Eucalyptus_eremicola_subsp_eremicola_542,Eucalyptus_eremicola,E_eremicola
408,Eucalyptus_socialis_subsp_socialis_276,Eucalyptus_socialis,E_socialis
409,Eucalyptus_gillii_459,Eucalyptus_gillii,E_gillii
410,Eucalyptus_optima_708,Eucalyptus_optima,E_optima
411,Eucalyptus_yumbarrana_262,Eucalyptus_yumbarrana,E_yumbarrana
412,Eucalyptus_flocktoniae_subsp_flocktoniae_288,Eucalyptus_flocktoniae,E_flocktoniae
413,Eucalyptus_vokesensis_453,Eucalyptus_vokesensis,E_vokesensis
414,Eucalyptus_wyolensis_699,Eucalyptus_wyolensis,E_wyolensis
415,Eucalyptus_hypolaena_525,Eucalyptus_hypolaena,E_hypolaena
416,Eucalyptus_indurata_81,Eucalyptus_indurata,E_indurata
417,Eucalyptus_neutra_284,Eucalyptus_neutra,E_neutra
418,Eucalyptus_urna_270,Eucalyptus_urna,E_urna
419,Eucalyptus_luculenta_705,Eucalyptus_luculenta,E_luculenta
420,Eucalyptus_micranthera_334,Eucalyptus_micranthera,E_micranthera
421,Eucalyptus_oleosa_subsp_oleosa_58,Eucalyptus_oleosa,E_oleosa
422,Eucalyptus_argyphea_59,NA,NA
423,Eucalyptus_ornata_583,Eucalyptus_ornata,E_ornata
424,Eucalyptus_petrensis_456210,Eucalyptus_petrensis,E_petrensis
425,Eucalyptus_goniantha_subsp_goniantha_286,Eucalyptus_goniantha,E_goniantha
426,Eucalyptus_falcata_CANB_630597,Eucalyptus_falcata,E_falcata
427,Eucalyptus_purpurata_83,Eucalyptus_purpurata,E_purpurata
428,Eucalyptus_delicata_514,Eucalyptus_delicata,E_delicata
429,Eucalyptus_balladoniensis_subsp_balladoniensis_CANB_586833,Eucalyptus_balladoniensis,E_balladoniensis
430,Eucalyptus_microschema_CANB_635056,Eucalyptus_microschema,E_microschema
431,Eucalyptus_longicornis_491,Eucalyptus_longicornis,E_longicornis
432,Eucalyptus_salmonophloia_CANB_564460,Eucalyptus_salmonophloia,E_salmonophloia
433,Eucalyptus_foliosa_CANB_794339,Eucalyptus_foliosa,E_foliosa
434,Eucalyptus_moderata_274,Eucalyptus_moderata,E_moderata
435,Eucalyptus_misella_CANB_794329,Eucalyptus_misella,E_misella
436,Eucalyptus_quaerenda_CANB_794294,Eucalyptus_quaerenda,E_quaerenda
437,Eucalyptus_angustissima_CANB_794337,Eucalyptus_angustissima,E_angustissima
438,Eucalyptus_jutsonii_subsp_jutsonii_187,Eucalyptus_jutsonii,E_jutsonii
439,Eucalyptus_mannensis_subsp_vespertina_321,Eucalyptus_mannensis,E_mannensis
440,Eucalyptus_ultima_697,Eucalyptus_ultima,E_ultima
441,Eucalyptus_dolichocera_710,Eucalyptus_dolichocera,E_dolichocera
442,Eucalyptus_kochii_subsp_kochii_657,Eucalyptus_kochii,E_kochii
443,Eucalyptus_recta_751,Eucalyptus_recta,E_recta
444,Eucalyptus_rugulata_42,Eucalyptus_rugulata,E_rugulata
445,Eucalyptus_balanopelex_AHT_E22,NA,NA
446,Eucalyptus_communalis_502,Eucalyptus_communalis,E_communalis
447,Eucalyptus_decipiens_subsp_decipens_72,Eucalyptus_decipiens,E_decipiens
448,Eucalyptus_balanites_CANB_687715,NA,NA
449,Eucalyptus_diversicolor_ANBG_7901541,Eucalyptus_diversicolor,E_diversicolor
450,Eucalyptus_bakeri_567,Eucalyptus_bakeri,E_bakeri
451,Eucalyptus_cneorifolia_195,Eucalyptus_cneorifolia,E_cneorifolia
452,Eucalyptus_subcrenulata_9702884,Eucalyptus_subcrenulata,E_subcrenulata
453,Eucalyptus_kingsmillii_subsp_kingsmillii_Mt_Annan_866008,Eucalyptus_kingsmillii,E_kingsmillii
454,Eucalyptus_pachyphylla_ANBG_8503938,Eucalyptus_pachyphylla,E_pachyphylla
455,Eucalyptus_rameliana_648,Eucalyptus_rameliana,E_rameliana
456,Eucalyptus_minniritchi_263,Eucalyptus_minniritchi,E_minniritchi
457,Eucalyptus_sessilis_549,Eucalyptus_sessilis,E_sessilis
458,Eucalyptus_rosacea_645,Eucalyptus_rosacea,E_rosacea
459,Eucalyptus_burracoppinensis_CANB_794037,Eucalyptus_burracoppinensis,E_burracoppinensis
460,Eucalyptus_macrocarpa_subsp_macrocarpa_60,Eucalyptus_macrocarpa,E_macrocarpa
461,Eucalyptus_impensa_643,Eucalyptus_impensa,E_impensa
462,Eucalyptus_rhodantha_374,Eucalyptus_rhodantha,E_rhodantha
463,Eucalyptus_drummondii_subsp_drummondii_352,Eucalyptus_drummondii,E_drummondii
464,Eucalyptus_orbifolia_472,Eucalyptus_orbifolia,E_orbifolia
465,Eucalyptus_carnabyi_CANB_632591,NA,NA
466,Eucalyptus_crucis_subsp_crucis_45,Eucalyptus_crucis,E_crucis
467,Eucalyptus_ewartiana_463,Eucalyptus_ewartiana,E_ewartiana
468,Eucalyptus_oldfieldii_MC_10775,Eucalyptus_oldfieldii,E_oldfieldii
469,Eucalyptus_caesia_subsp_caesia_52,Eucalyptus_caesia,E_caesia
470,Eucalyptus_leptopoda_subsp_leptopoda_CANB_519232,Eucalyptus_leptopoda,E_leptopoda
471,Eucalyptus_synandra_CANB_794049,Eucalyptus_synandra,E_synandra
472,Eucalyptus_educta_CANB_461013,Eucalyptus_educta,E_educta
473,Eucalyptus_pyriformis_268,Eucalyptus_pyriformis,E_pyriformis
474,Eucalyptus_lanepoolei_434,NA,NA
475,Eucalyptus_oxymitra_278,Eucalyptus_oxymitra,E_oxymitra
476,Eucalyptus_glomerosa_538,Eucalyptus_glomerosa,E_glomerosa
477,Eucalyptus_youngiana_198,Eucalyptus_youngiana,E_youngiana
478,Eucalyptus_rhomboidea_476,Eucalyptus_rhomboidea,E_rhomboidea
479,Eucalyptus_pachycalyx_subsp_pachycalyx_305,Eucalyptus_pachycalyx,E_pachycalyx
480,Eucalyptus_squamosa_629,Eucalyptus_squamosa,E_squamosa
481,Eucalyptus_decurva_MC_10965,Eucalyptus_decurva,E_decurva
482,Eucalyptus_dorotoxylon_719,NA,NA
483,Eucalyptus_guilfoylei_MC_10953,Eucalyptus_guilfoylei,E_guilfoylei
484,Eucalyptus_microcorys_ANBG_491154,Eucalyptus_microcorys,E_microcorys
485,Eucalyptus_dives_ANBG_7809979,Eucalyptus_dives,E_dives
486,Eucalyptus_obliqua_Royal_Canberra_Golf_AHT21,Eucalyptus_obliqua,E_obliquaoyalanberraolf
487,Eucalyptus_gregsoniana_157,Eucalyptus_gregsoniana,E_gregsoniana
488,Eucalyptus_kybeanensis_AHT_E19,Eucalyptus_kybeanensis,E_kybeanensis
489,Eucalyptus_paliformis_CANB_460597,Eucalyptus_paliformis,E_paliformis
490,Eucalyptus_stellulata_9102880,Eucalyptus_stellulata,E_stellulata
491,Eucalyptus_stricta_309,Eucalyptus_stricta,E_stricta
492,Eucalyptus_moorei_subsp_moorei_9600762,Eucalyptus_moorei,E_moorei
493,Eucalyptus_laevopinea_245,Eucalyptus_laevopinea,E_laevopinea
494,Eucalyptus_youmanii_73091,Eucalyptus_youmanii,E_youmanii
495,Eucalyptus_olida_738,Eucalyptus_olida,E_olida
496,Eucalyptus_approximans_subsp_codonocarpa_69702,Eucalyptus_approximans,E_approximans
497,Eucalyptus_mckieana_248,Eucalyptus_mckieana,E_mckieana
498,Eucalyptus_caliginosa_298,Eucalyptus_caliginosa,E_caliginosa
499,Eucalyptus_macrorhyncha_subsp_macrorhyncha_761,Eucalyptus_macrorhyncha,E_macrorhyncha
500,Eucalyptus_deuaensis_151,Eucalyptus_deuaensis,E_deuaensis
501,Eucalyptus_consideniana_219,Eucalyptus_consideniana,E_consideniana
502,Eucalyptus_piperita_subsp_piperita_ANBG_8411654,Eucalyptus_piperita,E_piperita
503,Eucalyptus_luehmanniana_8300316,Eucalyptus_luehmanniana,E_luehmanniana
504,Eucalyptus_pilularis_482,Eucalyptus_pilularis,E_pilularis
505,Eucalyptus_pyrocarpa_630205,Eucalyptus_pyrocarpa,E_pyrocarpa
506,Eucalyptus_andrewsii_subsp_andrewsii_8410679,Eucalyptus_andrewsii,E_andrewsii
507,Eucalyptus_boliviana_518876,Eucalyptus_boliviana,E_boliviana
508,Eucalyptus_agglomerata_673,Eucalyptus_agglomerata,E_agglomerata
509,Eucalyptus_williamsiana_261,Eucalyptus_williamsiana,E_williamsiana
510,Eucalyptus_capitellata_260,Eucalyptus_capitellata,E_capitellata
511,Eucalyptus_ralla_250,NA,NA
512,Eucalyptus_apiculata_613,Eucalyptus_apiculata,E_apiculata
513,Eucalyptus_tenella_763,Eucalyptus_tenella,E_tenella
514,Eucalyptus_blaxlandii_8001329,Eucalyptus_blaxlandii,E_blaxlandii
515,Eucalyptus_ligustrina_736,Eucalyptus_ligustrina,E_ligustrina
516,Eucalyptus_bensonii_Mt_Annan_830911,Eucalyptus_bensonii,E_bensoniitnnan
517,Eucalyptus_eugenioides_578,Eucalyptus_eugenioides,E_eugenioides
518,Eucalyptus_haemastoma_Mt_Annan_20051000,Eucalyptus_haemastoma,E_haemastomatnnan
519,Eucalyptus_baxteri_8701806,Eucalyptus_baxteri,E_baxteri
520,Eucalyptus_globoidea_729,Eucalyptus_globoidea,E_globoidea
521,Eucalyptus_muelleriana_159,Eucalyptus_muelleriana,E_muelleriana
522,Eucalyptus_mackintii_308,Eucalyptus_mackintii,E_mackintii
523,Eucalyptus_multicaulis_761635,Eucalyptus_multicaulis,E_multicaulis
524,Eucalyptus_triflora_ANBG_763500,Eucalyptus_triflora,E_triflora
525,Eucalyptus_langleyi_8801319,Eucalyptus_langleyi,E_langleyi
526,Eucalyptus_croajingolensis_156,Eucalyptus_croajingolensis,E_croajingolensis
527,Eucalyptus_willisii_subsp_willisii_CANB_468525,Eucalyptus_willisii,E_willisii
528,Eucalyptus_sieberi_ANBG_8411661,Eucalyptus_sieberi,E_sieberi
529,Eucalyptus_mitchelliana_635,Eucalyptus_mitchelliana,E_mitchelliana
530,Eucalyptus_cunninghamii_9806132,Eucalyptus_cunninghamii,E_cunninghamii
531,Eucalyptus_fastigata_8603812,Eucalyptus_fastigata,E_fastigata
532,Eucalyptus_burgessiana_ANBG_no_sn,Eucalyptus_burgessiana,E_burgessiana
533,Eucalyptus_fraxinoides_751650,Eucalyptus_fraxinoides,E_fraxinoides
534,Eucalyptus_oreades_747,Eucalyptus_oreades,E_oreades
535,Eucalyptus_pauciflora_subsp_pauciflora_ANBG_9303293,Eucalyptus_pauciflora,E_pauciflora
536,Eucalyptus_radiata_subsp_radiata_732,Eucalyptus_radiata,E_radiata
537,Eucalyptus_elata_ANBG_73059,Eucalyptus_elata,E_elata
538,Eucalyptus_lacrimans_251,Eucalyptus_lacrimans,E_lacrimans
539,Eucalyptus_olsenii_762144,Eucalyptus_olsenii,E_olsenii
540,Eucalyptus_serraensis_MC_10646,Eucalyptus_serraensis,E_serraensis
541,Eucalyptus_verrucata_715,Eucalyptus_verrucata,E_verrucata
542,Eucalyptus_victoriana_712,Eucalyptus_victoriana,E_victoriana
543,Eucalyptus_racemosa_732766,Eucalyptus_racemosa,E_racemosa
544,Eucalyptus_stenostoma_733,Eucalyptus_stenostoma,E_stenostoma
545,Eucalyptus_remota_ANBG_9807783,Eucalyptus_remota,E_remota
546,Eucalyptus_tindaliae_ANBG_69620,Eucalyptus_tindaliae,E_tindaliae
547,Eucalyptus_regnans_ANBG_8501815,Eucalyptus_regnans,E_regnans
548,Eucalyptus_tenuiramis_CANB_692639,Eucalyptus_tenuiramis,E_tenuiramis
549,Eucalyptus_nitida_744,Eucalyptus_nitida,E_nitida
550,Eucalyptus_conglomerata,Eucalyptus_conglomerata,E_conglomerata
551,Eucalyptus_arenacea_MC_10652,Eucalyptus_arenacea,E_arenacea
552,Eucalyptus_risdonii_620,Eucalyptus_risdonii,E_risdonii
553,Eucalyptus_pulchella_612,Eucalyptus_pulchella,E_pulchella
554,Eucalyptus_amygdalina_CANB_481986,Eucalyptus_amygdalina,E_amygdalina
555,Eucalyptus_delegatensis_subsp_delegatensis_CANB_499445,Eucalyptus_delegatensis,E_delegatensis
556,Eucalyptus_acmenoides_624,Eucalyptus_acmenoides,E_acmenoides
557,Eucalyptus_sphaerocarpa_606,Eucalyptus_sphaerocarpa,E_sphaerocarpa
558,Eucalyptus_latisinensis_247,Eucalyptus_latisinensis,E_latisinensis
559,Eucalyptus_rubiginosa_654,Eucalyptus_rubiginosa,E_rubiginosa
560,Eucalyptus_apothalassica_721925,Eucalyptus_apothalassica,E_apothalassica
561,Eucalyptus_carnea_718,Eucalyptus_carnea,E_carnea
562,Eucalyptus_umbra_ANBG_60074,Eucalyptus_umbra,E_umbra
563,Eucalyptus_sepulcralis_CANB_378343,Eucalyptus_sepulcralis,E_sepulcralis
564,Eucalyptus_preissiana_subsp_preissiana_422,Eucalyptus_preissiana,E_preissiana
565,Eucalyptus_erectifolia_CANB_794270,Eucalyptus_erectifolia,E_erectifolia
566,Eucalyptus_acies_CANB_610687,Eucalyptus_acies,E_acies
567,Eucalyptus_buprestium_CANB_632568,Eucalyptus_buprestium,E_buprestium
568,Eucalyptus_ligulata_subsp_ligulata_721,Eucalyptus_ligulata,E_ligulata
569,Eucalyptus_planchoniana_236,Eucalyptus_planchoniana,E_planchoniana
570,Eucalyptus_platydisca_CANB_638520,Eucalyptus_platydisca,E_platydisca
571,Eucalyptus_insularis_275,Eucalyptus_insularis,E_insularis
572,Eucalyptus_exilis_ANBG_8004906,Eucalyptus_exilis,E_exilis
573,Eucalyptus_pendens_CANB_794222,Eucalyptus_pendens,E_pendens
574,Eucalyptus_coronata_658,Eucalyptus_coronata,E_coronata
575,Eucalyptus_calcicola_subsp_calcicola_176,Eucalyptus_calcicola,E_calcicola
576,Eucalyptus_megacarpa_MC_11214,Eucalyptus_megacarpa,E_megacarpa
577,Eucalyptus_pachyloma_426,Eucalyptus_pachyloma,E_pachyloma
578,Eucalyptus_diversifolia_subsp_diversifolia_390,Eucalyptus_diversifolia,E_diversifolia
579,Eucalyptus_jacksonii_MC_10952,Eucalyptus_jacksonii,E_jacksonii
580,Eucalyptus_staeri_366,Eucalyptus_staeri,E_staeri
581,Eucalyptus_brevistylis_393,Eucalyptus_brevistylis,E_brevistylis
582,Eucalyptus_marginata_subsp_marginata_MC_10941,Eucalyptus_marginata,E_marginata
583,Eucalyptus_johnsoniana_CANB_794214,Eucalyptus_johnsoniana,E_johnsoniana
584,Eucalyptus_aquilina_CANB_459757,Eucalyptus_aquilina,E_aquilina
585,Eucalyptus_patens_ANBG_55807,Eucalyptus_patens,E_patens
586,Eucalyptus_todtiana_CANB_530801,Eucalyptus_todtiana,E_todtiana
587,Eucalyptus_dolorosa_610751,Eucalyptus_dolorosa,E_dolorosa
588,Eucalyptus_lateritica_CANB_794197,Eucalyptus_lateritica,E_lateritica
589,Eucalyptus_suberea_MC_10904A,NA,NA
590,Eucalyptus_yangoura_AHT_E16,NA,NA
591,Eucalyptus_oblonga_255,NA,NA
592,Eucalyptus_sparsifolia_216,Eucalyptus_sparsifolia,E_sparsifolia
593,Eucalyptus_cloeziana_241,Eucalyptus_cloeziana,E_cloeziana
594,Eucalyptus_curtisii_632,Eucalyptus_curtisii,E_curtisii
595,Eucalyptus_extrica_CANB_632680,Eucalyptus_extrica,E_extrica
596,Eucalyptus_pleurocarpa,Eucalyptus_pleurocarpa,E_pleurocarpa
597,Eucalyptus_erythrocorys,Eucalyptus_erythrocorys,E_erythrocorys
598,Eucalyptus_jucunda_MC_10796,Eucalyptus_jucunda,E_jucunda
599,Eucalyptus_roycei_328,Eucalyptus_roycei,E_roycei
600,Eucalyptus_eudesmioides_subsp_eudesmioides_MC_10780,Eucalyptus_eudesmioides,E_eudesmioides
601,Eucalyptus_gittinsii_subsp_gittinsii_MC_10801,Eucalyptus_gittinsii,E_gittinsii
602,Eucalyptus_gamophylla_MC_10612,Eucalyptus_gamophylla,E_gamophylla
603,Eucalyptus_odontocarpa_MC_10608,Eucalyptus_odontocarpa,E_odontocarpa
604,Eucalyptus_conveniens_48,Eucalyptus_conveniens,E_conveniens
605,Eucalyptus_ebbanoensis_subsp_ebbanoensis_ANBG_9806509,Eucalyptus_ebbanoensis,E_ebbanoensis
606,Eucalyptus_gongylocarpa_MC_11097,Eucalyptus_gongylocarpa,E_gongylocarpa
607,Eucalyptus_chartaboma_CANB_703248,Eucalyptus_chartaboma,E_chartaboma
608,Eucalyptus_gigantangion_CANB_454615,Eucalyptus_gigantangion,E_gigantangion
609,Eucalyptus_miniata_MC_10511,Eucalyptus_miniata,E_miniata
610,Eucalyptus_phoenicea_MC_10527,Eucalyptus_phoenicea,E_phoenicea
611,Eucalyptus_ceracea_CANB_551306,Eucalyptus_ceracea,E_ceracea
612,Eucalyptus_tetrodonta_MC_10512,Eucalyptus_tetrodonta,E_tetrodonta
613,Eucalyptus_lirata_CANB_784082,Eucalyptus_lirata,E_lirata
614,Eucalyptus_similis,Eucalyptus_similis,E_similis
615,Eucalyptus_baileyana_Mt_Annan_892003,Eucalyptus_baileyana,E_baileyanatnnan
616,Eucalyptus_tenuipes,Eucalyptus_tenuipes,E_tenuipes
617,Corymbia_bleeseri_MC_10516,Corymbia_bleeseri,C_bleeseri
618,Corymbia_collina_MC_10588,Corymbia_collina,C_collina
619,Corymbia_cadophora_subsp_cadophora_MC_10577,Corymbia_cadophora,C_cadophora
620,Corymbia_dunlopiana_CANB_640209,Corymbia_dunlopiana,C_dunlopiana
621,Corymbia_ferruginea_subsp_ferruginea_MC_10538,Corymbia_ferruginea,C_ferruginea
622,Corymbia_dampieri,NA,NA
623,Corymbia_deserticola_subsp_deserticola_MC_11111,Corymbia_deserticola,C_deserticola
624,Corymbia_eremaea_subsp_eremaea_280,Corymbia_eremaea,C_eremaea
625,Corymbia_ligans_subsp_ligans,Corymbia_ligans,C_ligans
626,Corymbia_erythrophloia_Mt_Annan_891984,Corymbia_erythrophloia,C_erythrophloiatnnan
627,Corymbia_plena_CANB_660150,Corymbia_plena,C_plena
628,Corymbia_dichromophloia_MC_10528,Corymbia_dichromophloia,C_dichromophloia
629,Corymbia_abbreviata_CANB_459002,Corymbia_abbreviata,C_abbreviata
630,Corymbia_foelscheana_MC_10508,Corymbia_foelscheana,C_foelscheana
631,Corymbia_greeniana_MC_10557,Corymbia_greeniana,C_greeniana
632,Corymbia_ellipsoidea_Mt_Annan_904974,Corymbia_ellipsoidea,C_ellipsoideatnnan
633,Corymbia_hendersonii_252,Corymbia_hendersonii,C_hendersonii
634,Corymbia_nesophila_MC_10553,Corymbia_nesophila,C_nesophila
635,Corymbia_zygophylla_MC_10581,Corymbia_zygophylla,C_zygophylla
636,Corymbia_papillosa_CANB_564789,Corymbia_papillosa,C_papillosa
637,Corymbia_opaca,Corymbia_opaca,C_opaca
638,Corymbia_opacula,NA,NA
639,Corymbia_terminalis_MC_10579,Corymbia_terminalis,C_terminalis
640,Corymbia_novaguineesis_CANB_738912,NA,NA
641,Corymbia_latifolia_CANB_785515,Corymbia_latifolia,C_latifolia
642,Corymbia_clarksoniana_ANBG_643951,Corymbia_clarksoniana,C_clarksoniana
643,Corymbia_jacobsiana_CANB_558528,Corymbia_jacobsiana,C_jacobsiana
644,Corymbia_lamprophylla_Mt_Annan_842093,Corymbia_lamprophylla,C_lamprophyllatnnan
645,Corymbia_intermedia_230,Corymbia_intermedia,C_intermedia
646,Corymbia_ptychocarpa_subsp_ptychocarpa_MC_10536,Corymbia_ptychocarpa,C_ptychocarpa
647,Corymbia_arenaria_MC_10558,Corymbia_arenaria,C_arenaria
648,Corymbia_dolichocarpa,NA,NA
649,Corymbia_polycarpa_CANB_785478,Corymbia_polycarpa,C_polycarpa
650,Corymbia_pachycarpa_CANB_785564,Corymbia_pachycarpa,C_pachycarpa
651,Corymbia_rhodops_CANB_598277,Corymbia_rhodops,C_rhodops
652,Corymbia_stockeri_subsp_stockeri_CANB_739042,Corymbia_stockeri,C_stockeri
653,Corymbia_porphyritica,NA,NA
654,Corymbia_lenziana_CANB_794064,Corymbia_lenziana,C_lenziana
655,Corymbia_hamersleyana_MC_11116,Corymbia_hamersleyana,C_hamersleyana
656,Corymbia_chippendalei_CANB_513580,Corymbia_chippendalei,C_chippendalei
657,Corymbia_brachycarpa_Mt_Annan_891988,Corymbia_brachycarpa,C_brachycarpatnnan
658,Corymbia_xanthope,Corymbia_xanthope,C_xanthope
659,Corymbia_abergiana_633,Corymbia_abergiana,C_abergiana
660,Corymbia_calophylla_377,Corymbia_calophylla,C_calophylla
661,Corymbia_haematoxylon_380,Corymbia_haematoxylon,C_haematoxylon
662,Corymbia_ficifolia_ANBG_c208,Corymbia_ficifolia,C_ficifolia c
663,Corymbia_gummifera_680,Corymbia_gummifera,C_gummifera
664,Corymbia_trachyphloia_ANBG_60750,Corymbia_trachyphloia,C_trachyphloia
665,Angophora_inopina_LAN025,Angophora_inopina,A_inopina
666,Angophora_subvelutina_LAN059,Angophora_subvelutina,A_subvelutina
667,Angophora_bakeri_subsp_bakeri_LAN103,Angophora_bakeri,A_bakeri
668,Angophora_costata_subsp_costata_LAN043,Angophora_costata,A_costata
669,Angophora_hispida_LAN009,Angophora_hispida,A_hispida
670,Angophora_robur_LAN056,Angophora_robur,A_robur
671,Angophora_woodsiana_LAN058,Angophora_woodsiana,A_woodsiana
672,Angophora_floribunda_LAN107,Angophora_floribunda,A_floribunda
673,Angophora_exul_573034,NA,NA
674,Angophora_melanoxylon_509,Angophora_melanoxylon,A_melanoxylon
675,Corymbia_petalophylla_Mt_Annan_892019,Corymbia_petalophylla,C_petalophyllatnnan
676,Corymbia_scabrida_Mt_Annan_891868,Corymbia_scabrida,C_scabridatnnan
677,Corymbia_catenaria_240,NA,NA
678,Corymbia_dimorpha,NA,NA
679,Corymbia_watsoniana_subsp_watsoniana_ANBG_68771,Corymbia_watsoniana,C_watsoniana
680,Corymbia_bunites_229,Corymbia_bunites,C_bunites
681,Corymbia_aureola_CANB_582839,Corymbia_aureola,C_aureola
682,Corymbia_leichhardtii_Mt_Annan_891967,Corymbia_leichhardtii,C_leichhardtiitnnan
683,Corymbia_leptoloma_694,Corymbia_leptoloma,C_leptoloma
684,Corymbia_peltata_493,Corymbia_peltata,C_peltata
685,Corymbia_bloxsomei_238,Corymbia_bloxsomei,C_bloxsomei
686,Corymbia_citriodora_231,Corymbia_citriodora,C_citriodora
687,Corymbia_variegata,NA,NA
688,Corymbia_henryi_ANBG_8910948,Corymbia_henryi,C_henryi
689,Corymbia_eximia_ANBG_62889,Corymbia_eximia,C_eximia
690,Corymbia_maculata_ANBG_7800470,Corymbia_maculata,C_maculata
691,Corymbia_tessellaris_324,Corymbia_tessellaris,C_tessellaris
692,Corymbia_torelliana_Mt_Annan_981102,Corymbia_torelliana,C_torellianatnnan
693,Corymbia_grandifolia_CANB_739034,Corymbia_grandifolia,C_grandifolia
694,Corymbia_dallachiana_CANB_697829,Corymbia_dallachiana,C_dallachiana
695,Corymbia_papuana_CANB_583122,Corymbia_papuana,C_papuana
696,Corymbia_aparrerinja_MC_10615,Corymbia_aparrerinja,C_aparrerinja
697,Corymbia_arafurica_CANB_557707,Corymbia_arafurica,C_arafurica
698,Corymbia_hylandii_CANB_738922,Corymbia_hylandii,C_hylandii
