accepted_name,coevol_name,mean_gs,mean_height,mean_SLA,mean_sm,genus
Eucalyptus_eremicola,E_eremicola,1.33,5,31.515,0.382,Eucalyptus
Eucalyptus_eremophila,E_eremophila,1.32,5,NA,1.4681,Eucalyptus
Eucalyptus_erosa,E_erosa,1.14,NA,NA,NA,Eucalyptus
Eucalyptus_erythrocorys,E_erythrocorys,1.206666667,8,NA,21,Eucalyptus
Eucalyptus_erythronema,E_erythronema,1.305,6,23.07,2.5,Eucalyptus
Eucalyptus_eudesmioides,E_eudesmioides,1.17,7,NA,10.94486,Eucalyptus
Eucalyptus_eugenioides,E_eugenioides,1.14,25,62.56,3.6,Eucalyptus
Eucalyptus_ewartiana,E_ewartiana,1.25,7,22.92,5.4,Eucalyptus
Eucalyptus_exigua,E_exigua,1.24,3,27.8,0.3724,Eucalyptus
Eucalyptus_exilipes,E_exilipes,1.29,35,50.45,0.5292,Eucalyptus
Eucalyptus_exilis,E_exilis,0.93,4,NA,14.4,Eucalyptus
Eucalyptus_expressa,E_expressa,1.15,NA,NA,NA,Eucalyptus
Eucalyptus_exserta,E_exserta,1.22,20,61.47,2.76,Eucalyptus
Eucalyptus_extensa,E_extensa,1.23,12,27.8,3.4132,Eucalyptus
Eucalyptus_extrica,E_extrica,1.13,4,31.41,3.1864,Eucalyptus
Eucalyptus_falcata,E_falcata,1.36,5,37.72,1.81,Eucalyptus
Eucalyptus_falciformis,E_falciformis,1.1,NA,NA,NA,Eucalyptus
Eucalyptus_famelica,E_famelica,NA,4,NA,0.574,Eucalyptus
Eucalyptus_farinosa,E_farinosa,1.32,9,NA,NA,Eucalyptus
Eucalyptus_fasciculosa,E_fasciculosa,1.23,10,44.51,1.43,Eucalyptus
Eucalyptus_fastigata,E_fastigata,1.09,60,NA,8.04,Eucalyptus
Eucalyptus_fibrosa,E_fibrosa,1.28,35,44.805,2.852,Eucalyptus
Eucalyptus_filiformis,E_filiformis,NA,NA,NA,0.1984,Eucalyptus
Eucalyptus_flavida,E_flavida,1.3,10,NA,3.2552,Eucalyptus
Eucalyptus_flindersii,E_flindersii,1.17,5,NA,0.76,Eucalyptus
Eucalyptus_flocktoniae,E_flocktoniae,1.32,8,24.375,4.33,Eucalyptus
Eucalyptus_foecunda,E_foecunda,1.22,3,46.39,1.33,Eucalyptus
Eucalyptus_foliosa,E_foliosa,1.21,3,NA,0.508,Eucalyptus
Eucalyptus_formanii,E_formanii,1.21,10,31.34,0.222,Eucalyptus
Eucalyptus_forrestiana,E_forrestiana,1.22,4,NA,12.8646,Eucalyptus
Eucalyptus_fracta,E_fracta,1.29,8,40.61,0.4168,Eucalyptus
Eucalyptus_fraseri,E_fraseri,1.3,15,26.41,2.4852,Eucalyptus
Eucalyptus_fraxinoides,E_fraxinoides,NA,40,NA,9.08,Eucalyptus
Eucalyptus_frenchiana,E_frenchiana,1.36,NA,19.82,0.67224,Eucalyptus
Eucalyptus_froggattii,E_froggattii,1.23,10,24.58,1.691,Eucalyptus
Eucalyptus_fruticosa,E_fruticosa,1.27,5,43.54,0.9904,Eucalyptus
Eucalyptus_fulgens,E_fulgens,1.19,20,NA,0.4912,Eucalyptus
Eucalyptus_fusiformis,E_fusiformis,1.27,30,NA,0.584,Eucalyptus
Eucalyptus_gamophylla,E_gamophylla,1.2,8,34.2,4.49,Eucalyptus
Eucalyptus_gardneri,E_gardneri,1.285,12.5,33.3275,3.846,Eucalyptus
Eucalyptus_georgei,E_georgei,1.35,12,23.16,0.85615,Eucalyptus
Eucalyptus_gigantangion,E_gigantangion,NA,30,NA,NA,Eucalyptus
Eucalyptus_gillenii,E_gillenii,1.18,13,36.07,0.6085,Eucalyptus
Eucalyptus_gillii,E_gillii,1.42,8,34.13,15.62,Eucalyptus
Eucalyptus_gittinsii,E_gittinsii,1.155,4.5,32.37,16.9204,Eucalyptus
Eucalyptus_glaucescens,E_glaucescens,NA,50,47.67,7.21,Eucalyptus
Eucalyptus_glaucina,E_glaucina,1.23,20,58.37,0.618,Eucalyptus
Eucalyptus_globoidea,E_globoidea,1.12,40,36.99,1.9528,Eucalyptus
Eucalyptus_globulus,E_globulus,1.23,52.5,44.52,12.57,Eucalyptus
Eucalyptus_glomericassis,E_glomericassis,1.13,10,NA,NA,Eucalyptus
Eucalyptus_glomerosa,E_glomerosa,1.35,5,36.33,1.24,Eucalyptus
Eucalyptus_gomphocephala,E_gomphocephala,1.2,40,50.37,7.16,Eucalyptus
Eucalyptus_gongylocarpa,E_gongylocarpa,1.25,16,48.51,11.35,Eucalyptus
Eucalyptus_goniantha,E_goniantha,1.28,5,39.09,2.4955,Eucalyptus
Eucalyptus_goniocalyx,E_goniocalyx,1.19,15,31.78,1.354133333,Eucalyptus
Eucalyptus_goniocarpa,E_goniocarpa,1.3,7,34.32,0.3004,Eucalyptus
Eucalyptus_gracilis,E_gracilis,1.26,7,33.17,0.64,Eucalyptus
Eucalyptus_grandis,E_grandis,1.255,55,52.53,1.18,Eucalyptus
Eucalyptus_granitica,E_granitica,1.27,20,35.66,0.5236,Eucalyptus
Eucalyptus_grasbyi,E_grasbyi,NA,NA,30.01,NA,Eucalyptus
Eucalyptus_gregoriensis,E_gregoriensis,1.13,8,29.71,NA,Eucalyptus
Eucalyptus_gregsoniana,E_gregsoniana,1.13,4,34.07,3.33,Eucalyptus
Eucalyptus_griffithsii,E_griffithsii,1.31,10,26.58,3.79,Eucalyptus
Eucalyptus_grisea,E_grisea,1.22,28,59.25,NA,Eucalyptus
Eucalyptus_grossa,E_grossa,1.19,3,NA,2.38,Eucalyptus
Eucalyptus_guilfoylei,E_guilfoylei,NA,40,NA,8.46,Eucalyptus
Eucalyptus_gunnii,E_gunnii,NA,25,NA,1.7045,Eucalyptus
Eucalyptus_gypsophila,E_gypsophila,1.32,6,29.62,0.4684,Eucalyptus
Eucalyptus_haemastoma,E_haemastoma,1.17,12,NA,0.775666667,Eucalyptus
Eucalyptus_haemostoma,E_haemostoma,NA,NA,NA,1.8,Eucalyptus
Eucalyptus_hallii,E_hallii,1.17,20,50.62,0.1748,Eucalyptus
Eucalyptus_halophila,E_halophila,1.26,4,NA,0.444,Eucalyptus
Eucalyptus_hamersleyana,E_hamersleyana,NA,NA,27.61,NA,Eucalyptus
Eucalyptus_hawkeri,E_hawkeri,NA,NA,NA,0.1741,Eucalyptus
Eucalyptus_hebetifolia,E_hebetifolia,1.26,8,NA,0.2628,Eucalyptus
Eucalyptus_helidonica,E_helidonica,1.105,20,NA,1.6128,Eucalyptus
Eucalyptus_herbertiana,E_herbertiana,1.2,10,NA,1.42,Eucalyptus
Eucalyptus_histophylla,E_histophylla,1.25,6,21.03,0.5272,Eucalyptus
Eucalyptus_horistes,E_horistes,1.25,8,NA,0.5552,Eucalyptus
Eucalyptus_houseana,E_houseana,1.13,20,NA,1.07,Eucalyptus
Eucalyptus_howittiana,E_howittiana,1.14,25,33.61,1.29,Eucalyptus
Eucalyptus_hypochlamydea,E_hypochlamydea,NA,NA,35.03,NA,Eucalyptus
Eucalyptus_hypolaena,E_hypolaena,1.35,15,30.11,NA,Eucalyptus
Eucalyptus_hypostomatica,E_hypostomatica,1.28,30,55.27,0.274,Eucalyptus
Eucalyptus_ignorabilis,E_ignorabilis,NA,20,54.95,0.799,Eucalyptus
Eucalyptus_imitans,E_imitans,1.15,10,33.71,0.7908,Eucalyptus
Eucalyptus_imlayensis,E_imlayensis,NA,7,NA,NA,Eucalyptus
Eucalyptus_impensa,E_impensa,1.3,1.5,21.87,4.27,Eucalyptus
Eucalyptus_incerata,E_incerata,1.31,5,41.7,0.5928,Eucalyptus
Eucalyptus_incrassata,E_incrassata,1.245357143,8,26.1,8.93,Eucalyptus
Eucalyptus_indurata,E_indurata,1.3,8,26.22,1.1286667,Eucalyptus
Eucalyptus_infera,E_infera,1.19,8,38.37,NA,Eucalyptus
Eucalyptus_insularis,E_insularis,0.95,3,71.98,3.06,Eucalyptus
Eucalyptus_interstans,E_interstans,1.22,20,60.4,0.1496,Eucalyptus
Eucalyptus_intertexta,E_intertexta,1.27,20,43.05,1.0075,Eucalyptus
Eucalyptus_jacksonii,E_jacksonii,NA,65,NA,16.94,Eucalyptus
Eucalyptus_jensenii,E_jensenii,1.27,10,NA,5.7,Eucalyptus
Eucalyptus_jimberlanica,E_jimberlanica,1.29,10,27.41,1.4032,Eucalyptus
Eucalyptus_johnsoniana,E_johnsoniana,NA,3,NA,NA,Eucalyptus
Eucalyptus_johnstonii,E_johnstonii,NA,50,NA,4,Eucalyptus
Eucalyptus_jucunda,E_jucunda,NA,7,NA,3.4352,Eucalyptus
Eucalyptus_jutsonii,E_jutsonii,1.265,6,31.01,3.757,Eucalyptus
Eucalyptus_kabiana,E_kabiana,1.246666667,10,57.87,NA,Eucalyptus
Eucalyptus_kamarlensis,E_kamarlensis,NA,NA,31.53,NA,Eucalyptus
Eucalyptus_kartzoffiana,E_kartzoffiana,1.18,30,40.2,1.13,Eucalyptus
Eucalyptus_kenneallyi,E_kenneallyi,NA,8,NA,NA,Eucalyptus
Eucalyptus_kessellii,E_kessellii,1.365,10,23.78,1.0633333,Eucalyptus
Eucalyptus_kingsmillii,E_kingsmillii,1.29,7,30.81,7.668,Eucalyptus
Eucalyptus_kitsoniana,E_kitsoniana,1.17,10,51.01,1.76,Eucalyptus
Eucalyptus_kochii,E_kochii,1.32,10.8,33.228,2.756,Eucalyptus
Eucalyptus_kondininensis,E_kondininensis,1.3,9,19.55,2.36,Eucalyptus
Eucalyptus_koolpinensis,E_koolpinensis,1.25,12,NA,NA,Eucalyptus
Eucalyptus_kruseana,E_kruseana,1.17,3,NA,2.61,Eucalyptus
Eucalyptus_kumarlensis,E_kumarlensis,1.27,10,NA,0.278,Eucalyptus
Eucalyptus_kybeanensis,E_kybeanensis,NA,4,NA,4.01,Eucalyptus
Eucalyptus_lacrimans,E_lacrimans,NA,12,26.71,1.4664,Eucalyptus
Eucalyptus_laeliae,E_laeliae,1.2,15,44.06,3.17,Eucalyptus
Eucalyptus_laevis,E_laevis,1.283333333,10,29.31,NA,Eucalyptus
Eucalyptus_laevopinea,E_laevopinea,1.14,40,56.82,11.04,Eucalyptus
Eucalyptus_lane-poolei,E_lane-poolei,1.2,10,NA,NA,Eucalyptus
Eucalyptus_langleyi,E_langleyi,1.17,5,NA,1.7684,Eucalyptus
Eucalyptus_lansdowneana,E_lansdowneana,1.27,6,27.34,3.658266667,Eucalyptus
Eucalyptus_largeana,E_largeana,1.24,40,49.99,5,Eucalyptus
Eucalyptus_largiflorens,E_largiflorens,1.31,20,43.24,0.51,Eucalyptus
Eucalyptus_latens,E_latens,1.226,5,32.5,0.2832,Eucalyptus
Eucalyptus_lateritica,E_lateritica,NA,4,NA,7.41452,Eucalyptus
Eucalyptus_latisinensis,E_latisinensis,1.07,18,51.99,2.2724,Eucalyptus
Eucalyptus_lehmannii,E_lehmannii,1.16,3,39.81,5.07885,Eucalyptus
Eucalyptus_leprophloia,E_leprophloia,NA,5,NA,1.2608,Eucalyptus
Eucalyptus_leptocalyx,E_leptocalyx,1.24,5,19,3.18,Eucalyptus
Eucalyptus_leptophleba,E_leptophleba,1.28,20,NA,6.15,Eucalyptus
Eucalyptus_leptophylla,E_leptophylla,1.21,5,35.26,0.3676,Eucalyptus
Eucalyptus_leptopoda,E_leptopoda,1.27,5.5,33.22,1.2642,Eucalyptus
Eucalyptus_lesouefii,E_lesouefii,1.35,15,19.49,3.89,Eucalyptus
Eucalyptus_leucophloia,E_leucophloia,1.195,8,32.3,0.8896,Eucalyptus
Eucalyptus_leucophylla,E_leucophylla,1.276666667,6,34.59,1.1824,Eucalyptus
Eucalyptus_leucoxylon,E_leucoxylon,1.268,18.75,44.986,2.61435,Eucalyptus
Eucalyptus_ligulata,E_ligulata,1.09,3.5,36.94,11.78864,Eucalyptus
Eucalyptus_ligustrina,E_ligustrina,1.12,7,NA,2.9,Eucalyptus
Eucalyptus_limitaris,E_limitaris,NA,8,NA,NA,Eucalyptus
Eucalyptus_lirata,E_lirata,1.15,12,NA,23.26,Eucalyptus
Eucalyptus_litoralis,E_litoralis,1.24,18,NA,0.9576,Eucalyptus
Eucalyptus_litorea,E_litorea,1.25,6,31,0.924,Eucalyptus
Eucalyptus_livida,E_livida,1.25,5,NA,0.4852,Eucalyptus
Eucalyptus_lockyeri,E_lockyeri,1.22,10.5,49.91,0.3872,Eucalyptus
Eucalyptus_longicornis,E_longicornis,1.27,25,37.46,2.05,Eucalyptus
Eucalyptus_longifolia,E_longifolia,1.16,35,31.82,3.69,Eucalyptus
Eucalyptus_longirostrata,E_longirostrata,1.22,30,59.59,0.6776,Eucalyptus
Eucalyptus_longissima,E_longissima,1.32,8,NA,0.53,Eucalyptus
Eucalyptus_loxophleba,E_loxophleba,1.285,10.75,48.76,0.46956,Eucalyptus
Eucalyptus_lucasii,E_lucasii,1.29,10,37.77,2.43,Eucalyptus
Eucalyptus_lucens,E_lucens,1.28,5,40.57,0.1832,Eucalyptus
Eucalyptus_luculenta,E_luculenta,1.27,5,20.97,NA,Eucalyptus
Eucalyptus_luehmanniana,E_luehmanniana,1.18,7,NA,5.006,Eucalyptus
Eucalyptus_luteola,E_luteola,NA,3,NA,NA,Eucalyptus
Eucalyptus_macarthurii,E_macarthurii,1.16,40,NA,2.24,Eucalyptus
Eucalyptus_mackintii,E_mackintii,1.13,30,NA,NA,Eucalyptus
Eucalyptus_macrandra,E_macrandra,1.15,4,30.71,0.6786667,Eucalyptus
Eucalyptus_macrocarpa,E_macrocarpa,1.25,3,31.48,10.18506667,Eucalyptus
Eucalyptus_macrorhyncha,E_macrorhyncha,1.11,35,42.635,14.39666667,Eucalyptus
Eucalyptus_macta,E_macta,NA,NA,60.12,NA,Eucalyptus
Eucalyptus_magnificata,E_magnificata,1.23,8,59.12,0.3544,Eucalyptus
Eucalyptus_maidenii,E_maidenii,NA,NA,36,NA,Eucalyptus
Eucalyptus_major,E_major,1.19,20,56.07,1.12,Eucalyptus
Eucalyptus_malacoxylon,E_malacoxylon,1.22,20,29.21,2.95,Eucalyptus
Eucalyptus_mannensis,E_mannensis,1.29,10,36.43,2.412333333,Eucalyptus
Eucalyptus_mannifera,E_mannifera,1.205,16.66666667,54.21,1.3951,Eucalyptus
Eucalyptus_marginata,E_marginata,NA,NA,NA,17.9954,Eucalyptus
Eucalyptus_mckieana,E_mckieana,NA,30,NA,2.66,Eucalyptus
Eucalyptus_mcquoidii,E_mcquoidii,1.16,10,48.95,2.0364,Eucalyptus
Eucalyptus_medialis,E_medialis,NA,5,NA,0.2892,Eucalyptus
Eucalyptus_mediocris,E_mediocris,1.09,20,NA,0.5772,Eucalyptus
Eucalyptus_megacarpa,E_megacarpa,1.03,20,47.62,9.5,Eucalyptus
Eucalyptus_megacornuta,E_megacornuta,1.16,15,32.88,5.27,Eucalyptus
Eucalyptus_melanoleuca,E_melanoleuca,1.26,30,54.39,4.48,Eucalyptus
Eucalyptus_melanophitra,E_melanophitra,1.24,7,36.46,2.02,Eucalyptus
Eucalyptus_melanophloia,E_melanophloia,1.26,20,53.42,0.495,Eucalyptus
Eucalyptus_melanoxylon,E_melanoxylon,1.27,15,36.75,2.039,Eucalyptus
Eucalyptus_melliodora,E_melliodora,1.3,30,NA,1,Eucalyptus
Eucalyptus_merrickiae,E_merrickiae,1.2,4,NA,10.2,Eucalyptus
Eucalyptus_michaeliana,E_michaeliana,1.21,30,51.82,5.89,Eucalyptus
Eucalyptus_micranthera,E_micranthera,1.26,4,26.65,16.36,Eucalyptus
Eucalyptus_microcarpa,E_microcarpa,1.29,25,31.85,0.85,Eucalyptus
Eucalyptus_microcorys,E_microcorys,1,60,72.21,1.39,Eucalyptus
Eucalyptus_microneura,E_microneura,1.33,15,NA,3.66,Eucalyptus
Eucalyptus_microschema,E_microschema,NA,3,NA,0.224,Eucalyptus
Eucalyptus_microtheca,E_microtheca,1.28,10,NA,1.1075,Eucalyptus
Eucalyptus_mimica,E_mimica,1.3,5,31.265,0.43426,Eucalyptus
Eucalyptus_miniata,E_miniata,NA,30,NA,35.1,Eucalyptus
Eucalyptus_minniritchi,E_minniritchi,1.24,NA,28.47,0.872,Eucalyptus
Eucalyptus_misella,E_misella,1.26,4,NA,0.362,Eucalyptus
Eucalyptus_mitchelliana,E_mitchelliana,1.09,15,38.02,4.17,Eucalyptus
Eucalyptus_moderata,E_moderata,1.338333333,10,29.68,0.8656,Eucalyptus
Eucalyptus_moluccana,E_moluccana,1.33,30,28.23,2.18,Eucalyptus
Eucalyptus_molyneuxii,E_molyneuxii,NA,NA,NA,1.0644,Eucalyptus
Eucalyptus_mooreana,E_mooreana,NA,6,NA,NA,Eucalyptus
Eucalyptus_moorei,E_moorei,1.12,7,50.73,1,Eucalyptus
Eucalyptus_morrisbyi,E_morrisbyi,NA,16,42.46,0.969,Eucalyptus
Eucalyptus_morrisii,E_morrisii,1.23,4,36.57,1.99,Eucalyptus
Eucalyptus_muelleriana,E_muelleriana,1.17,40,37.48,8.66,Eucalyptus
Eucalyptus_multicaulis,E_multicaulis,NA,8,NA,7.39,Eucalyptus
Eucalyptus_myriadena,E_myriadena,1.26,10,35.7,0.2996,Eucalyptus
Eucalyptus_nandewarica,E_nandewarica,1.21,10,NA,0.2368,Eucalyptus
Eucalyptus_nebulosa,E_nebulosa,1.15,NA,NA,0.362,Eucalyptus
Eucalyptus_neglecta,E_neglecta,1.14,7,NA,4.54,Eucalyptus
Eucalyptus_neutra,E_neutra,1.29,6,26.2,0.6304,Eucalyptus
Eucalyptus_newbeyi,E_newbeyi,1.2,8,73.03,1.3408,Eucalyptus
Eucalyptus_nicholii,E_nicholii,1.19,15,55.17,0.3412,Eucalyptus
Eucalyptus_nigrifunda,E_nigrifunda,NA,10,33.03,0.4161,Eucalyptus
Eucalyptus_nitens,E_nitens,1.2,70,49.55,2.4,Eucalyptus
Eucalyptus_nitida,E_nitida,NA,40,36.54,3.45,Eucalyptus
Eucalyptus_nobilis,E_nobilis,1.27,70,52.74,0.7336,Eucalyptus
Eucalyptus_normantonensis,E_normantonensis,1.25,8,NA,1.18,Eucalyptus
Eucalyptus_nortonii,E_nortonii,1.24,15,32.77,3.34,Eucalyptus
Eucalyptus_notabilis,E_notabilis,1.25,30,NA,2.32,Eucalyptus
Eucalyptus_notactites,E_notactites,1.31,NA,NA,NA,Eucalyptus
Eucalyptus_nova-anglica,E_nova-anglica,1.19,15,63.55,NA,Eucalyptus
Eucalyptus_nudicaulis,E_nudicaulis,1.23,6,34.37,NA,Eucalyptus
Eucalyptus_nutans,E_nutans,1.3,3,32.75,2.5,Eucalyptus
Eucalyptus_obconica,E_obconica,1.22,8,51.61,NA,Eucalyptus
Eucalyptus_obesa,E_obesa,1.24,4,29.37,1.1584,Eucalyptus
Eucalyptus_obliqua,E_obliqua,1.14,90,48.53,7.9,Eucalyptus
Eucalyptus_oblonga,E_oblonga,NA,NA,32.17,NA,Eucalyptus
Eucalyptus_obtusiflora,E_obtusiflora,1.273333333,12,29.295,2.564133333,Eucalyptus
Eucalyptus_occidentalis,E_occidentalis,1.27,20,28.68,6.7,Eucalyptus
Eucalyptus_ochrophloia,E_ochrophloia,1.34,15,27.12,8.32,Eucalyptus
Eucalyptus_odontocarpa,E_odontocarpa,1.17,4,NA,8.32,Eucalyptus
Eucalyptus_odorata,E_odorata,1.28,7,NA,1.34,Eucalyptus
Eucalyptus_oldfieldii,E_oldfieldii,1.26,5,22.71,11.89,Eucalyptus
Eucalyptus_oleosa,E_oleosa,1.2825,8,27.515,1.3197111,Eucalyptus
Eucalyptus_olida,E_olida,1.15,30,45.22,6.4096,Eucalyptus
Eucalyptus_oligantha,E_oligantha,1.23,12,NA,9.08,Eucalyptus
Eucalyptus_olivina,E_olivina,1.24,5,30.54,0.31,Eucalyptus
Eucalyptus_olsenii,E_olsenii,NA,12,NA,NA,Eucalyptus
Eucalyptus_ophitica,E_ophitica,1.24,10,34.02,0.482,Eucalyptus
Eucalyptus_opimiflora,E_opimiflora,1.31,NA,NA,NA,Eucalyptus
Eucalyptus_optima,E_optima,1.36,20,18.99,NA,Eucalyptus
Eucalyptus_oraria,E_oraria,1.33,7,39.74,3.12,Eucalyptus
Eucalyptus_orbifolia,E_orbifolia,1.19,5,28.18,2.63,Eucalyptus
Eucalyptus_ordiana,E_ordiana,1.23,6,NA,NA,Eucalyptus
Eucalyptus_oreades,E_oreades,1.15,40,37.18,9.04,Eucalyptus
Eucalyptus_orgadophila,E_orgadophila,1.32,20,NA,10.74,Eucalyptus
Eucalyptus_ornans,E_ornans,1.12,NA,NA,NA,Eucalyptus
Eucalyptus_ornata,E_ornata,1.35,10,32.02,1.012,Eucalyptus
Eucalyptus_orthostemon,E_orthostemon,1.25,7,28.325,0.4296,Eucalyptus
Eucalyptus_ovata,E_ovata,1.505,20,38.51,0.95,Eucalyptus
Eucalyptus_ovularis,E_ovularis,1.25,12,34.32,2,Eucalyptus
Eucalyptus_oxymitra,E_oxymitra,1.29,4,29.31,1.346,Eucalyptus
Eucalyptus_pachycalyx,E_pachycalyx,1.18,15,40.71,3.324266667,Eucalyptus
Eucalyptus_pachyloma,E_pachyloma,1.09,4,34.32,3.838,Eucalyptus
Eucalyptus_pachyphylla,E_pachyphylla,1.28,5,NA,4.722,Eucalyptus
Eucalyptus_paedoglauca,E_paedoglauca,1.28,17,42.39,NA,Eucalyptus
Eucalyptus_paliformis,E_paliformis,NA,12,NA,2.47,Eucalyptus
Eucalyptus_paludicola,E_paludicola,1.19,12,NA,0.5372,Eucalyptus
Eucalyptus_panda,E_panda,1.27,20,48.165,1.3342,Eucalyptus
Eucalyptus_paniculata,E_paniculata,1.22,30,52.25,1.064266667,Eucalyptus
Eucalyptus_pantoleuca,E_pantoleuca,NA,10,NA,0.7728,Eucalyptus
Eucalyptus_parramattensis,E_parramattensis,1.17,11.66666667,43.425,1.7756,Eucalyptus
Eucalyptus_parvula,E_parvula,1.2,10,68.7,0.444,Eucalyptus
Eucalyptus_patellaris,E_patellaris,1.31,15,NA,5.79,Eucalyptus
Eucalyptus_patens,E_patens,1.02,40,NA,NA,Eucalyptus
Eucalyptus_pauciflora,E_pauciflora,1.12,30,NA,5.3556,Eucalyptus
Eucalyptus_pellita,E_pellita,1.37,40,NA,1.973333333,Eucalyptus
Eucalyptus_pendens,E_pendens,1.03,4,NA,11.7984,Eucalyptus
Eucalyptus_peninsularis,E_peninsularis,1.31,6,36.94,1.01356,Eucalyptus
Eucalyptus_perangusta,E_perangusta,1.21,4,21.6,0.234,Eucalyptus
Eucalyptus_percostata,E_percostata,1.31,10,26.58,0.6544,Eucalyptus
Eucalyptus_perriniana,E_perriniana,1.17,7,46.66,1.21,Eucalyptus
Eucalyptus_persistens,E_persistens,1.26,11,NA,0.4622,Eucalyptus
Eucalyptus_petiolaris,E_petiolaris,1.26,15,38.46,0.7808,Eucalyptus
Eucalyptus_petraea,E_petraea,1.24,5,27.69,1.09,Eucalyptus
Eucalyptus_petrensis,E_petrensis,1.28,3,NA,1.0588,Eucalyptus
Eucalyptus_phaenophylla,E_phaenophylla,1.33,5,NA,0.287,Eucalyptus
Eucalyptus_phenax,E_phenax,1.29,8,23.58,1.175,Eucalyptus
Eucalyptus_phoenicea,E_phoenicea,NA,12,NA,14,Eucalyptus
Eucalyptus_pilbarensis,E_pilbarensis,1.27,3,35.43,NA,Eucalyptus
Eucalyptus_pileata,E_pileata,1.31,6,30.715,1.94,Eucalyptus
Eucalyptus_pilligaensis,E_pilligaensis,NA,NA,43.97,NA,Eucalyptus
Eucalyptus_pilularis,E_pilularis,1.15,70,72.04,3.646166667,Eucalyptus
Eucalyptus_pimpiniana,E_pimpiniana,1.26,2,26.3,5.1805,Eucalyptus
Eucalyptus_piperita,E_piperita,1.14,20,NA,1.869675,Eucalyptus
Eucalyptus_placita,E_placita,NA,30,NA,0.754,Eucalyptus
Eucalyptus_planchoniana,E_planchoniana,1.14,20,39.77,21.25,Eucalyptus
Eucalyptus_planipes,E_planipes,1.36,NA,NA,0.756,Eucalyptus
Eucalyptus_platycorys,E_platycorys,1.26,8,23.02,1.9256,Eucalyptus
Eucalyptus_platydisca,E_platydisca,1.05,4,24.54,1.606,Eucalyptus
Eucalyptus_platyphylla,E_platyphylla,1.16,20,NA,NA,Eucalyptus
Eucalyptus_platypus,E_platypus,1.325,8,22.1,3.6788,Eucalyptus
Eucalyptus_pleurocarpa,E_pleurocarpa,1.24,5,26.4,3.5681,Eucalyptus
Eucalyptus_pleurocorys,E_pleurocorys,NA,NA,29.71,NA,Eucalyptus
Eucalyptus_pluricaulis,E_pluricaulis,1.2,5,29.54,0.606,Eucalyptus
Eucalyptus_polita,E_polita,1.31,15,25.09,0.4896,Eucalyptus
Eucalyptus_polyanthemos,E_polyanthemos,1.26,21.66666667,47.45333333,1.2452,Eucalyptus
Eucalyptus_polybractea,E_polybractea,1.3,8,42.51,0.552,Eucalyptus
Eucalyptus_populnea,E_populnea,1.275,20,37,0.2584,Eucalyptus
Eucalyptus_porosa,E_porosa,1.27,12,NA,3.13,Eucalyptus
Eucalyptus_praetermissa,E_praetermissa,1.24,10,NA,0.274,Eucalyptus
Eucalyptus_prava,E_prava,1.17,15,50.46,2.27,Eucalyptus
Eucalyptus_preissiana,E_preissiana,1.045,1.75,26.935,6.46382,Eucalyptus
Eucalyptus_prolixa,E_prolixa,1.27,10,NA,0.816,Eucalyptus
Eucalyptus_prominens,E_prominens,1.35,3,30.83,1.48,Eucalyptus
Eucalyptus_propinqua,E_propinqua,1.22,40,48.04,1.555,Eucalyptus
Eucalyptus_protensa,E_protensa,1.26,10,31.01,2.5912,Eucalyptus
Eucalyptus_provecta,E_provecta,1.29,12,NA,NA,Eucalyptus
Eucalyptus_proxima,E_proxima,1.28,NA,NA,0.4624,Eucalyptus
Eucalyptus_pruiniramis,E_pruiniramis,1.26,4,NA,1.1763533,Eucalyptus
Eucalyptus_pruinosa,E_pruinosa,1.3,10,37.855,3.3704,Eucalyptus
Eucalyptus_psammitica,E_psammitica,1.07,15,NA,1.084,Eucalyptus
Eucalyptus_pseudoglobulus,E_pseudoglobulus,NA,NA,NA,NA,Eucalyptus
Eucalyptus_pterocarpa,E_pterocarpa,1.32,10,27.21,NA,Eucalyptus
Eucalyptus_pulchella,E_pulchella,1.09,20,47.58,8.29,Eucalyptus
Eucalyptus_pulverulenta,E_pulverulenta,1.2,10,54.58,2.34,Eucalyptus
Eucalyptus_pumila,E_pumila,1.13,5,46.55,5.48,Eucalyptus
Eucalyptus_punctata,E_punctata,1.24,35,41.69,9.005,Eucalyptus
Eucalyptus_purpurata,E_purpurata,1.36,10,38.41,1.03828,Eucalyptus
Eucalyptus_pyrenea,E_pyrenea,NA,NA,NA,0.6452,Eucalyptus
Eucalyptus_pyriformis,E_pyriformis,1.3,5,27.96,19.24,Eucalyptus
Eucalyptus_pyrocarpa,E_pyrocarpa,1.18,30,NA,15.39,Eucalyptus
Eucalyptus_quadrangulata,E_quadrangulata,1.21,50,48.19,1.8,Eucalyptus
Eucalyptus_quadrans,E_quadrans,1.29,12,32.77,0.264,Eucalyptus
Eucalyptus_quadricostata,E_quadricostata,1.31,14,NA,1.0876,Eucalyptus
Eucalyptus_quaerenda,E_quaerenda,1.29,4,NA,0.3136,Eucalyptus
Eucalyptus_quinniorum,E_quinniorum,NA,NA,NA,1.5032,Eucalyptus
Eucalyptus_racemosa,E_racemosa,NA,17.5,NA,3.36,Eucalyptus
Eucalyptus_radiata,E_radiata,1.12,40,49.1,5.195,Eucalyptus
Eucalyptus_rameliana,E_rameliana,NA,3,21.87,NA,Eucalyptus
Eucalyptus_raveretiana,E_raveretiana,1.2,30,67.72,0.195,Eucalyptus
