species_height,accepted_name,max_height,unit,mallee,coevol
Eucalyptus gongylocarpa,Eucalyptus_gongylocarpa,16,m,N,E_gongylocarpa
Eucalyptus goniantha subsp. goniantha,Eucalyptus_goniantha,7,m,S,E_goniantha
Eucalyptus goniantha subsp. semiglobosa,Eucalyptus_goniantha,5,m,Y,E_goniantha
Eucalyptus goniocalyx,Eucalyptus_goniocalyx,15,m,N,E_goniocalyx
Eucalyptus goniocarpa,Eucalyptus_goniocarpa,7,m,N,E_goniocarpa
Eucalyptus gracilis,Eucalyptus_gracilis,7,m,S,E_gracilis
Eucalyptus grandis,Eucalyptus_grandis,55,m,N,E_grandis
Eucalyptus granitica,Eucalyptus_granitica,20,m,N,E_granitica
Eucalyptus gregoriensis,Eucalyptus_gregoriensis,8,m,S,E_gregoriensis
Eucalyptus gregsoniana,Eucalyptus_gregsoniana,4,m,Y,E_gregsoniana
Eucalyptus griffithsii,Eucalyptus_griffithsii,10,m,Y,E_griffithsii
Eucalyptus grisea,Eucalyptus_grisea,28,m,N,E_grisea
Eucalyptus grossa,Eucalyptus_grossa,3,m,Y,E_grossa
Eucalyptus guilfoylei,Eucalyptus_guilfoylei,40,m,N,E_guilfoylei
Eucalyptus gunnii,Eucalyptus_gunnii,25,m,N,E_gunnii
Eucalyptus gypsophila,Eucalyptus_gypsophila,6,m,Y,E_gypsophila
Eucalyptus haemastoma,Eucalyptus_haemastoma,12,m,N,E_haemastoma
Eucalyptus hallii,Eucalyptus_hallii,20,m,N,E_hallii
Eucalyptus halophila,Eucalyptus_halophila,4,m,Y,E_halophila
Eucalyptus hebetifolia,Eucalyptus_hebetifolia,8,m,Y,E_hebetifolia
Eucalyptus helidonica,Eucalyptus_helidonica,20,m,N,E_helidonica
Eucalyptus herbertiana,Eucalyptus_herbertiana,10,m,S,E_herbertiana
Eucalyptus histophylla,Eucalyptus_histophylla,6,m,Y,E_histophylla
Eucalyptus horistes,Eucalyptus_horistes,8,m,S,E_horistes
Eucalyptus houseana,Eucalyptus_houseana,20,m,N,E_houseana
Eucalyptus howittiana,Eucalyptus_howittiana,25,m,N,E_howittiana
Eucalyptus hypolaena,Eucalyptus_hypolaena,15,m,S,E_hypolaena
Eucalyptus hypostomatica,Eucalyptus_hypostomatica,30,m,N,E_hypostomatica
Eucalyptus ignorabilis,Eucalyptus_ignorabilis,20,m,N,E_ignorabilis
Eucalyptus imitans,Eucalyptus_imitans,10,m,N,E_imitans
Eucalyptus imlayensis,Eucalyptus_imlayensis,7,m,Y,E_imlayensis
Eucalyptus impensa,Eucalyptus_impensa,1.5,m,Y,E_impensa
Eucalyptus incerata,Eucalyptus_incerata,5,m,Y,E_incerata
Eucalyptus incrassata,Eucalyptus_incrassata,8,m,Y,E_incrassata
Eucalyptus indurata,Eucalyptus_indurata,8,m,S,E_indurata
Eucalyptus infera,Eucalyptus_infera,8,m,S,E_infera
Eucalyptus insularis,Eucalyptus_insularis,3,m,Y,E_insularis
Eucalyptus interstans,Eucalyptus_interstans,20,m,N,E_interstans
Eucalyptus intertexta,Eucalyptus_intertexta,20,m,S,E_intertexta
Eucalyptus jacksonii,Eucalyptus_jacksonii,65,m,N,E_jacksonii
Eucalyptus jensenii,Eucalyptus_jensenii,10,m,N,E_jensenii
Eucalyptus johnsoniana,Eucalyptus_johnsoniana,3,m,Y,E_johnsoniana
Eucalyptus johnstonii,Eucalyptus_johnstonii,50,m,N,E_johnstonii
Eucalyptus jucunda,Eucalyptus_jucunda,7,m,S,E_jucunda
Eucalyptus jutsonii,Eucalyptus_jutsonii,6,m,Y,E_jutsonii
Eucalyptus kabiana,Eucalyptus_kabiana,10,m,S,E_kabiana
Eucalyptus kartzoffiana,Eucalyptus_kartzoffiana,30,m,N,E_kartzoffiana
Eucalyptus kenneallyi,Eucalyptus_kenneallyi,8,m,N,E_kenneallyi
Eucalyptus kessellii,Eucalyptus_kessellii,10,m,S,E_kessellii
Eucalyptus kingsmillii subsp. alatissima,Eucalyptus_kingsmillii,7,m,S,E_kingsmillii
Eucalyptus kitsoniana,Eucalyptus_kitsoniana,10,m,S,E_kitsoniana
Eucalyptus kochii subsp. amaryssia,Eucalyptus_kochii,12,m,S,E_kochii
Eucalyptus kondininensis subsp. kondininensis,Eucalyptus_kondininensis,10,m,N,E_kondininensis
Eucalyptus kondininensis subsp. tuberosa,Eucalyptus_kondininensis,8,m,N,E_kondininensis
Eucalyptus koolpinensis,Eucalyptus_koolpinensis,12,m,N,E_koolpinensis
Eucalyptus kruseana,Eucalyptus_kruseana,3,m,Y,E_kruseana
Eucalyptus kumarlensis,Eucalyptus_kumarlensis,10,m,S,E_kumarlensis
Eucalyptus kybeanensis,Eucalyptus_kybeanensis,4,m,S,E_kybeanensis
Eucalyptus lacrimans,Eucalyptus_lacrimans,12,m,N,E_lacrimans
Eucalyptus laeliae,Eucalyptus_laeliae,15,m,N,E_laeliae
Eucalyptus laevis,Eucalyptus_laevis,10,m,S,E_laevis
Eucalyptus laevopinea,Eucalyptus_laevopinea,40,m,N,E_laevopinea
Eucalyptus lane-poolei,Eucalyptus_lane-poolei,10,m,S,E_lane-poolei
Eucalyptus langleyi,Eucalyptus_langleyi,5,m,Y,E_langleyi
Eucalyptus lansdowneana,Eucalyptus_lansdowneana,6,m,Y,E_lansdowneana
Eucalyptus largeana,Eucalyptus_largeana,40,m,N,E_largeana
Eucalyptus largiflorens,Eucalyptus_largiflorens,20,m,N,E_largiflorens
Eucalyptus latens,Eucalyptus_latens,5,m,Y,E_latens
Eucalyptus lateritica,Eucalyptus_lateritica,4,m,Y,E_lateritica
Eucalyptus latisinensis,Eucalyptus_latisinensis,18,m,N,E_latisinensis
Eucalyptus lehmannii,Eucalyptus_lehmannii,3,m,Y,E_lehmannii
Eucalyptus leprophloia,Eucalyptus_leprophloia,5,m,Y,E_leprophloia
Eucalyptus leptocalyx,Eucalyptus_leptocalyx,5,m,Y,E_leptocalyx
Eucalyptus leptophleba,Eucalyptus_leptophleba,20,m,N,E_leptophleba
Eucalyptus leptophylla,Eucalyptus_leptophylla,5,m,Y,E_leptophylla
Eucalyptus leptopoda subsp. arctata,Eucalyptus_leptopoda,5.5,m,S,E_leptopoda
Eucalyptus lesouefii,Eucalyptus_lesouefii,15,m,N,E_lesouefii
Eucalyptus leucophloia subsp. euroa,Eucalyptus_leucophloia,8,m,N,E_leucophloia
Eucalyptus leucophylla,Eucalyptus_leucophylla,6,m,S,E_leucophylla
Eucalyptus leucoxylon subsp. leucoxylon,Eucalyptus_leucoxylon,18.75,m,N,E_leucoxylon
Eucalyptus ligulata subsp. ligulata,Eucalyptus_ligulata,4.5,m,Y,E_ligulata
Eucalyptus ligustrina,Eucalyptus_ligustrina,7,m,S,E_ligustrina
Eucalyptus limitaris,Eucalyptus_limitaris,8,m,S,E_limitaris
Eucalyptus lirata,Eucalyptus_lirata,12,m,N,E_lirata
Eucalyptus litoralis,Eucalyptus_litoralis,18,m,N,E_litoralis
Eucalyptus litorea,Eucalyptus_litorea,6,m,Y,E_litorea
Eucalyptus livida,Eucalyptus_livida,5,m,S,E_livida
Eucalyptus lockyeri subsp. exuta,Eucalyptus_lockyeri,10.5,m,N,E_lockyeri
Eucalyptus longicornis,Eucalyptus_longicornis,25,m,S,E_longicornis
Eucalyptus longifolia,Eucalyptus_longifolia,35,m,N,E_longifolia
Eucalyptus longirostrata,Eucalyptus_longirostrata,30,m,N,E_longirostrata
Eucalyptus longissima,Eucalyptus_longissima,8,m,S,E_longissima
Eucalyptus loxophleba subsp. gratiae,Eucalyptus_loxophleba,7,m,S,E_loxophleba
Eucalyptus lucasii,Eucalyptus_lucasii,10,m,Y,E_lucasii
Eucalyptus lucens,Eucalyptus_lucens,5,m,Y,E_lucens
Eucalyptus luculenta,Eucalyptus_luculenta,5,m,Y,E_luculenta
Eucalyptus luehmanniana,Eucalyptus_luehmanniana,7,m,Y,E_luehmanniana
Eucalyptus luteola,Eucalyptus_luteola,3,m,Y,E_luteola
Eucalyptus macarthurii,Eucalyptus_macarthurii,40,m,N,E_macarthurii
Eucalyptus mackintii,Eucalyptus_mackintii,30,m,N,E_mackintii
Eucalyptus macrandra,Eucalyptus_macrandra,4,m,S,E_macrandra
Eucalyptus macrocarpa subsp. elachantha,Eucalyptus_macrocarpa,3,m,Y,E_macrocarpa
Eucalyptus macrorhyncha subsp. macrorhyncha,Eucalyptus_macrorhyncha,35,m,N,E_macrorhyncha
Eucalyptus magnificata,Eucalyptus_magnificata,8,m,S,E_magnificata
Eucalyptus major,Eucalyptus_major,20,m,N,E_major
Eucalyptus malacoxylon,Eucalyptus_malacoxylon,20,m,N,E_malacoxylon
Eucalyptus mannensis subsp. vespertina,Eucalyptus_mannensis,10,m,S,E_mannensis
Eucalyptus mannifera subsp. gullickii,Eucalyptus_mannifera,16.67,m,N,E_mannifera
Eucalyptus marginata subsp. marginata,Eucalyptus_marginata,35,m,S,E_marginata
Eucalyptus mckieana,Eucalyptus_mckieana,30,m,N,E_mckieana
Eucalyptus mcquoidii,Eucalyptus_mcquoidii,10,m,Y,E_mcquoidii
Eucalyptus medialis,Eucalyptus_medialis,5,m,Y,E_medialis
Eucalyptus mediocris,Eucalyptus_mediocris,20,m,N,E_mediocris
Eucalyptus megacarpa,Eucalyptus_megacarpa,20,m,S,E_megacarpa
Eucalyptus megacornuta,Eucalyptus_megacornuta,15,m,Y,E_megacornuta
Eucalyptus melanoleuca,Eucalyptus_melanoleuca,30,m,N,E_melanoleuca
Eucalyptus melanophitra,Eucalyptus_melanophitra,7,m,N,E_melanophitra
Eucalyptus melanophloia,Eucalyptus_melanophloia,20,m,S,E_melanophloia
Eucalyptus melanoxylon,Eucalyptus_melanoxylon,15,m,,E_melanoxylon
Eucalyptus melliodora,Eucalyptus_melliodora,30,m,N,E_melliodora
Eucalyptus merrickiae,Eucalyptus_merrickiae,4,m,Y,E_merrickiae
Eucalyptus michaeliana,Eucalyptus_michaeliana,30,m,,E_michaeliana
Eucalyptus micranthera,Eucalyptus_micranthera,4,m,Y,E_micranthera
Eucalyptus microcarpa,Eucalyptus_microcarpa,25,m,S,E_microcarpa
Eucalyptus microcorys,Eucalyptus_microcorys,60,m,N,E_microcorys
Eucalyptus microneura,Eucalyptus_microneura,15,m,N,E_microneura
Eucalyptus microschema,Eucalyptus_microschema,3,m,Y,E_microschema
Eucalyptus microtheca,Eucalyptus_microtheca,10,m,S,E_microtheca
Eucalyptus mimica subsp. continens,Eucalyptus_mimica,5,m,N,E_mimica
Eucalyptus miniata,Eucalyptus_miniata,30,m,N,E_miniata
Eucalyptus misella,Eucalyptus_misella,4,m,Y,E_misella
Eucalyptus missilis,NA,3,m,N,NA
Eucalyptus mitchelliana,Eucalyptus_mitchelliana,15,m,S,E_mitchelliana
Eucalyptus moderata,Eucalyptus_moderata,10,m,S,E_moderata
Eucalyptus moluccana,Eucalyptus_moluccana,30,m,N,E_moluccana
Eucalyptus mooreana,Eucalyptus_mooreana,6,m,S,E_mooreana
Eucalyptus moorei subsp. moorei,Eucalyptus_moorei,7,m,Y,E_moorei
Eucalyptus morrisbyi,Eucalyptus_morrisbyi,16,m,N,E_morrisbyi
Eucalyptus morrisii,Eucalyptus_morrisii,4,m,S,E_morrisii
Eucalyptus muelleriana,Eucalyptus_muelleriana,40,m,N,E_muelleriana
Eucalyptus multicaulis,Eucalyptus_multicaulis,8,m,Y,E_multicaulis
Eucalyptus myriadena,Eucalyptus_myriadena,10,m,S,E_myriadena
Eucalyptus nandewarica,Eucalyptus_nandewarica,10,m,S,E_nandewarica
Eucalyptus neglecta,Eucalyptus_neglecta,7,m,S,E_neglecta
Eucalyptus neutra,Eucalyptus_neutra,6,m,Y,E_neutra
Eucalyptus newbeyi,Eucalyptus_newbeyi,8,m,Y,E_newbeyi
Eucalyptus nicholii,Eucalyptus_nicholii,15,m,N,E_nicholii
Eucalyptus nigrifunda,Eucalyptus_nigrifunda,10,m,N,E_nigrifunda
Eucalyptus nitens,Eucalyptus_nitens,70,m,N,E_nitens
Eucalyptus nitida,Eucalyptus_nitida,40,m,S,E_nitida
Eucalyptus nobilis,Eucalyptus_nobilis,70,m,N,E_nobilis
Eucalyptus normantonensis,Eucalyptus_normantonensis,8,m,S,E_normantonensis
Eucalyptus nortonii,Eucalyptus_nortonii,15,m,N,E_nortonii
Eucalyptus notabilis,Eucalyptus_notabilis,30,m,N,E_notabilis
Eucalyptus nova-anglica,Eucalyptus_nova-anglica,15,m,N,E_nova-anglica
Eucalyptus nudicaulis,Eucalyptus_nudicaulis,6,m,Y,E_nudicaulis
Eucalyptus nutans,Eucalyptus_nutans,3,m,N,E_nutans
Eucalyptus obconica,Eucalyptus_obconica,8,m,S,E_obconica
Eucalyptus obesa,Eucalyptus_obesa,4,m,Y,E_obesa
Eucalyptus obliqua,Eucalyptus_obliqua,90,m,S,E_obliqua
Eucalyptus obtusiflora,Eucalyptus_obtusiflora,12,m,S,E_obtusiflora
Eucalyptus occidentalis,Eucalyptus_occidentalis,20,m,S,E_occidentalis
Eucalyptus ochrophloia,Eucalyptus_ochrophloia,15,m,N,E_ochrophloia
Eucalyptus odontocarpa,Eucalyptus_odontocarpa,4,m,Y,E_odontocarpa
Eucalyptus odorata,Eucalyptus_odorata,7,m,S,E_odorata
Eucalyptus oldfieldii,Eucalyptus_oldfieldii,5,m,Y,E_oldfieldii
Eucalyptus oleosa subsp. corvina,Eucalyptus_oleosa,8,m,S,E_oleosa
Eucalyptus olida,Eucalyptus_olida,30,m,N,E_olida
Eucalyptus oligantha,Eucalyptus_oligantha,12,m,N,E_oligantha
Eucalyptus olivina,Eucalyptus_olivina,5,m,S,E_olivina
Eucalyptus olsenii,Eucalyptus_olsenii,12,m,N,E_olsenii
Eucalyptus ophitica,Eucalyptus_ophitica,10,m,N,E_ophitica
Eucalyptus optima,Eucalyptus_optima,20,m,N,E_optima
Eucalyptus oraria,Eucalyptus_oraria,7,m,S,E_oraria
Eucalyptus orbifolia,Eucalyptus_orbifolia,5,m,Y,E_orbifolia
Eucalyptus ordiana,Eucalyptus_ordiana,6,m,S,E_ordiana
Eucalyptus oreades,Eucalyptus_oreades,40,m,N,E_oreades
Eucalyptus orgadophila,Eucalyptus_orgadophila,20,m,N,E_orgadophila
Eucalyptus ornata,Eucalyptus_ornata,10,m,N,E_ornata
Eucalyptus orthostemon,Eucalyptus_orthostemon,7,m,Y,E_orthostemon
Eucalyptus ovata subsp. ovata,Eucalyptus_ovata,20,m,N,E_ovata
Eucalyptus ovularis,Eucalyptus_ovularis,12,m,S,E_ovularis
Eucalyptus oxymitra,Eucalyptus_oxymitra,4,m,Y,E_oxymitra
Eucalyptus pachycalyx subsp. waajensis,Eucalyptus_pachycalyx,15,m,N,E_pachycalyx
Eucalyptus pachyloma,Eucalyptus_pachyloma,4,m,Y,E_pachyloma
Eucalyptus pachyphylla,Eucalyptus_pachyphylla,5,m,Y,E_pachyphylla
Eucalyptus paedoglauca,Eucalyptus_paedoglauca,17,m,N,E_paedoglauca
Eucalyptus paliformis,Eucalyptus_paliformis,12,m,N,E_paliformis
Eucalyptus paludicola,Eucalyptus_paludicola,12,m,S,E_paludicola
Eucalyptus panda,Eucalyptus_panda,20,m,N,E_panda
Eucalyptus paniculata,Eucalyptus_paniculata,30,m,N,E_paniculata
Eucalyptus pantoleuca,Eucalyptus_pantoleuca,10,m,N,E_pantoleuca
Eucalyptus parramattensis subsp. decadens,Eucalyptus_parramattensis,12,m,N,E_parramattensis
Eucalyptus parvula,Eucalyptus_parvula,10,m,N,E_parvula
Eucalyptus patellaris,Eucalyptus_patellaris,15,m,N,E_patellaris
Eucalyptus patens,Eucalyptus_patens,40,m,N,E_patens
Eucalyptus pauciflora subsp. pauciflora,Eucalyptus_pauciflora,30,m,S,E_pauciflora
Eucalyptus pellita,Eucalyptus_pellita,40,m,N,E_pellita
Eucalyptus pendens,Eucalyptus_pendens,4,m,Y,E_pendens
Eucalyptus peninsularis,Eucalyptus_peninsularis,6,m,Y,E_peninsularis
Eucalyptus perangusta,Eucalyptus_perangusta,4,m,Y,E_perangusta
Eucalyptus percostata,Eucalyptus_percostata,10,m,Y,E_percostata
Eucalyptus perriniana,Eucalyptus_perriniana,7,m,S,E_perriniana
Eucalyptus persistens subsp. tardecidens,Eucalyptus_persistens,10,m,S,E_persistens
Eucalyptus petiolaris,Eucalyptus_petiolaris,15,m,N,E_petiolaris
Eucalyptus petraea,Eucalyptus_petraea,5,m,S,E_petraea
Eucalyptus petrensis,Eucalyptus_petrensis,3,m,Y,E_petrensis
Eucalyptus phaenophylla subsp. phaenophylla,Eucalyptus_phaenophylla,5,m,Y,E_phaenophylla
Eucalyptus phenax subsp. compressa,Eucalyptus_phenax,8,m,Y,E_phenax
Eucalyptus phoenicea,Eucalyptus_phoenicea,12,m,N,E_phoenicea
Eucalyptus phylacis,NA,5,m,S,NA
Eucalyptus pilbarensis,Eucalyptus_pilbarensis,3,m,Y,E_pilbarensis
Eucalyptus pileata,Eucalyptus_pileata,6,m,S,E_pileata
Eucalyptus pilligaensis,NA,25,m,N,NA
Eucalyptus pilularis,Eucalyptus_pilularis,70,m,N,E_pilularis
Eucalyptus pimpiniana,Eucalyptus_pimpiniana,2,m,Y,E_pimpiniana
Eucalyptus piperita subsp. urceolaris,Eucalyptus_piperita,20,m,N,E_piperita
Eucalyptus placita,Eucalyptus_placita,30,m,N,E_placita
Eucalyptus planchoniana,Eucalyptus_planchoniana,20,m,N,E_planchoniana
Eucalyptus platycorys,Eucalyptus_platycorys,8,m,S,E_platycorys
Eucalyptus platydisca,Eucalyptus_platydisca,4,m,Y,E_platydisca
Eucalyptus platyphylla,Eucalyptus_platyphylla,20,m,N,E_platyphylla
Eucalyptus platypus subsp. congregata,Eucalyptus_platypus,8,m,N,E_platypus
Eucalyptus pleurocarpa,Eucalyptus_pleurocarpa,5,m,Y,E_pleurocarpa
Eucalyptus pluricaulis subsp. pluricaulis,Eucalyptus_pluricaulis,5,m,Y,E_pluricaulis
Eucalyptus polita,Eucalyptus_polita,15,m,N,E_polita
Eucalyptus polyanthemos subsp. vestita,Eucalyptus_polyanthemos,20,m,S,E_polyanthemos
Eucalyptus polybractea,Eucalyptus_polybractea,8,m,Y,E_polybractea
Eucalyptus populnea,Eucalyptus_populnea,20,m,N,E_populnea
Eucalyptus porosa,Eucalyptus_porosa,12,m,S,E_porosa
Eucalyptus praetermissa,Eucalyptus_praetermissa,10,m,N,E_praetermissa
Eucalyptus prava,Eucalyptus_prava,15,m,N,E_prava
Eucalyptus preissiana subsp. preissiana,Eucalyptus_preissiana,2.5,m,S,E_preissiana
Eucalyptus prolixa,Eucalyptus_prolixa,10,m,N,E_prolixa
Eucalyptus prominens,Eucalyptus_prominens,3,m,Y,E_prominens
Eucalyptus propinqua,Eucalyptus_propinqua,40,m,N,E_propinqua
Eucalyptus protensa,Eucalyptus_protensa,10,m,N,E_protensa
Eucalyptus provecta,Eucalyptus_provecta,12,m,S,E_provecta
Eucalyptus pruiniramis,Eucalyptus_pruiniramis,4,m,S,E_pruiniramis
Eucalyptus pruinosa subsp. tenuata,Eucalyptus_pruinosa,10,m,S,E_pruinosa
Eucalyptus psammitica,Eucalyptus_psammitica,15,m,N,E_psammitica
Eucalyptus pterocarpa,Eucalyptus_pterocarpa,10,m,N,E_pterocarpa
Eucalyptus pulchella,Eucalyptus_pulchella,20,m,N,E_pulchella
Eucalyptus pulverulenta,Eucalyptus_pulverulenta,10,m,S,E_pulverulenta
Eucalyptus pumila,Eucalyptus_pumila,5,m,Y,E_pumila
Eucalyptus punctata,Eucalyptus_punctata,35,m,N,E_punctata
Eucalyptus purpurata,Eucalyptus_purpurata,10,m,N,E_purpurata
Eucalyptus pyriformis,Eucalyptus_pyriformis,5,m,Y,E_pyriformis
Eucalyptus pyrocarpa,Eucalyptus_pyrocarpa,30,m,N,E_pyrocarpa
Eucalyptus quadrangulata,Eucalyptus_quadrangulata,50,m,N,E_quadrangulata
Eucalyptus quadrans,Eucalyptus_quadrans,12,m,S,E_quadrans
Eucalyptus quadricostata,Eucalyptus_quadricostata,14,m,N,E_quadricostata
Eucalyptus quaerenda,Eucalyptus_quaerenda,4,m,Y,E_quaerenda
Eucalyptus racemosa subsp. racemosa,Eucalyptus_racemosa,20,m,S,E_racemosa
Eucalyptus radiata subsp. radiata,Eucalyptus_radiata,40,m,N,E_radiata
Eucalyptus rameliana,Eucalyptus_rameliana,3,m,Y,E_rameliana
Eucalyptus raveretiana,Eucalyptus_raveretiana,30,m,N,E_raveretiana
Eucalyptus ravida,Eucalyptus_ravida,10,m,N,E_ravida
Eucalyptus recta,Eucalyptus_recta,15,m,N,E_recta
Eucalyptus recurva,Eucalyptus_recurva,4,m,Y,E_recurva
Eucalyptus redunca,Eucalyptus_redunca,2,m,Y,E_redunca
Eucalyptus regnans,Eucalyptus_regnans,90,m,N,E_regnans
Eucalyptus relicta,Eucalyptus_relicta,12,m,N,E_relicta
Eucalyptus remota,Eucalyptus_remota,15,m,S,E_remota
Eucalyptus repullulans,Eucalyptus_repullulans,5,m,Y,E_repullulans
Eucalyptus resinifera subsp. hemilampra,Eucalyptus_resinifera,45,m,N,E_resinifera
Eucalyptus retinens,Eucalyptus_retinens,25,m,N,E_retinens
Eucalyptus rhodantha,Eucalyptus_rhodantha,3,m,Y,E_rhodantha
Eucalyptus rhombica,Eucalyptus_rhombica,20,m,N,E_rhombica
Eucalyptus rhomboidea,Eucalyptus_rhomboidea,18,m,N,E_rhomboidea
Eucalyptus rigens,Eucalyptus_rigens,4,m,Y,E_rigens
Eucalyptus rigidula,Eucalyptus_rigidula,4,m,Y,E_rigidula
Eucalyptus risdonii,Eucalyptus_risdonii,8,m,N,E_risdonii
Eucalyptus robusta,Eucalyptus_robusta,30,m,N,E_robusta
Eucalyptus rodwayi,Eucalyptus_rodwayi,20,m,N,E_rodwayi
Eucalyptus rosacea,Eucalyptus_rosacea,4,m,Y,E_rosacea
Eucalyptus roycei,Eucalyptus_roycei,6,m,S,E_roycei
Eucalyptus rubida subsp. barbigerorum,Eucalyptus_rubida,17.5,m,N,E_rubida
Eucalyptus rubiginosa,Eucalyptus_rubiginosa,15,m,N,E_rubiginosa
Eucalyptus rudderi,Eucalyptus_rudderi,30,m,N,E_rudderi
Eucalyptus rudis subsp. rudis,Eucalyptus_rudis,20,m,N,E_rudis
Eucalyptus rugosa,Eucalyptus_rugosa,10,m,Y,E_rugosa
Eucalyptus rugulata,Eucalyptus_rugulata,15,m,N,E_rugulata
Eucalyptus rummeryi,Eucalyptus_rummeryi,40,m,N,E_rummeryi
Eucalyptus rupestris,Eucalyptus_rupestris,5,m,N,E_rupestris
Eucalyptus salicola,Eucalyptus_salicola,15,m,N,E_salicola
Eucalyptus saligna,Eucalyptus_saligna,55,m,N,E_saligna
Eucalyptus salmonophloia,Eucalyptus_salmonophloia,25,m,N,E_salmonophloia
Eucalyptus salubris,Eucalyptus_salubris,15,m,N,E_salubris
Eucalyptus sargentii subsp. sargentii,Eucalyptus_sargentii,11,m,Y,E_sargentii
Eucalyptus saxatilis,Eucalyptus_saxatilis,5,m,S,E_saxatilis
Eucalyptus scias subsp. scias,Eucalyptus_scias,20,m,N,E_scias
Eucalyptus scoparia,Eucalyptus_scoparia,15,m,N,E_scoparia
Eucalyptus scopulorum,Eucalyptus_scopulorum,8,m,N,E_scopulorum
Eucalyptus scyphocalyx,Eucalyptus_scyphocalyx,5,m,S,E_scyphocalyx
Eucalyptus seeana,Eucalyptus_seeana,18,m,N,E_seeana
Eucalyptus semota,Eucalyptus_semota,8,m,S,E_semota
Eucalyptus sepulcralis,Eucalyptus_sepulcralis,7,m,S,E_sepulcralis
Eucalyptus serraensis,Eucalyptus_serraensis,5,m,S,E_serraensis
Eucalyptus sessilis,Eucalyptus_sessilis,5,m,Y,E_sessilis
Eucalyptus sheathiana,Eucalyptus_sheathiana,10,m,S,E_sheathiana
Eucalyptus shirleyi,Eucalyptus_shirleyi,7,m,N,E_shirleyi
Eucalyptus sicilifolia,Eucalyptus_sicilifolia,10,m,N,E_sicilifolia
Eucalyptus siderophloia,Eucalyptus_siderophloia,20,m,N,E_siderophloia
Eucalyptus sideroxylon,Eucalyptus_sideroxylon,25,m,N,E_sideroxylon
Eucalyptus sieberi,Eucalyptus_sieberi,35,m,N,E_sieberi
Eucalyptus similis,Eucalyptus_similis,12,m,N,E_similis
Eucalyptus singularis,Eucalyptus_singularis,6,m,N,E_singularis
Eucalyptus smithii,Eucalyptus_smithii,45,m,S,E_smithii
Eucalyptus socialis subsp. victoriensis,Eucalyptus_socialis,7,m,Y,E_socialis
Eucalyptus sp. Cockburn,NA,7,m,,NA
Eucalyptus sp. Dorsiventralis,NA,20,m,,NA
Eucalyptus sp. Flinders Ranges,NA,7,m,,NA
Eucalyptus sp. Kalbarri,NA,4,m,,NA
Eucalyptus sp. Triangolensis,NA,6,m,,NA
Eucalyptus sp. Undulans,NA,4,m,,NA
Eucalyptus sparsa,Eucalyptus_sparsa,10,m,Y,E_sparsa
Eucalyptus sparsifolia,Eucalyptus_sparsifolia,20,m,N,E_sparsifolia
Eucalyptus spathulata,Eucalyptus_spathulata,10,m,N,E_spathulata
Eucalyptus sphaerocarpa,Eucalyptus_sphaerocarpa,45,m,N,E_sphaerocarpa
Eucalyptus splendens subsp. arcana,Eucalyptus_splendens,7,m,N,E_splendens
Eucalyptus sporadica,Eucalyptus_sporadica,4,m,Y,E_sporadica
Eucalyptus spreta,Eucalyptus_spreta,10,m,N,E_spreta
Eucalyptus squamosa,Eucalyptus_squamosa,15,m,N,E_squamosa
Eucalyptus staeri,Eucalyptus_staeri,10,m,S,E_staeri
Eucalyptus staigeriana,Eucalyptus_staigeriana,12,m,N,E_staigeriana
Eucalyptus steedmanii,Eucalyptus_steedmanii,12,m,N,E_steedmanii
Eucalyptus stellulata,Eucalyptus_stellulata,15,m,S,E_stellulata
Eucalyptus stenostoma,Eucalyptus_stenostoma,25,m,N,E_stenostoma
Eucalyptus stoatei,Eucalyptus_stoatei,6,m,N,E_stoatei
Eucalyptus stowardii,Eucalyptus_stowardii,5,m,Y,E_stowardii
Eucalyptus striaticalyx,Eucalyptus_striaticalyx,12,m,,E_striaticalyx
Eucalyptus stricklandii,Eucalyptus_stricklandii,9,m,N,E_stricklandii
Eucalyptus stricta,Eucalyptus_stricta,7,m,Y,E_stricta
Eucalyptus strzeleckii,Eucalyptus_strzeleckii,30,m,N,E_strzeleckii
Eucalyptus sturgissiana,Eucalyptus_sturgissiana,5,m,Y,E_sturgissiana
Eucalyptus subangusta subsp. pusilla,Eucalyptus_subangusta,7,m,S,E_subangusta
Eucalyptus subcrenulata,Eucalyptus_subcrenulata,20,m,N,E_subcrenulata
Eucalyptus suberea,Eucalyptus_suberea,3,m,S,E_suberea
Eucalyptus subtilis,Eucalyptus_subtilis,3,m,Y,E_subtilis
Eucalyptus suffulgens,Eucalyptus_suffulgens,25,m,N,E_suffulgens
Eucalyptus suggrandis subsp. alipes,Eucalyptus_suggrandis,8,m,S,E_suggrandis
Eucalyptus surgens,Eucalyptus_surgens,2,m,Y,E_surgens
Eucalyptus synandra,Eucalyptus_synandra,4,m,Y,E_synandra
Eucalyptus talyuberlup,Eucalyptus_talyuberlup,10,m,S,E_talyuberlup
Eucalyptus taurina,Eucalyptus_taurina,22,m,N,E_taurina
Eucalyptus tectifica,Eucalyptus_tectifica,15,m,N,E_tectifica
Eucalyptus tenella,Eucalyptus_tenella,15,m,N,E_tenella
Eucalyptus tenera,Eucalyptus_tenera,5,m,Y,E_tenera
Eucalyptus tenuipes,Eucalyptus_tenuipes,5,m,N,E_tenuipes
Eucalyptus tenuiramis,Eucalyptus_tenuiramis,25,m,N,E_tenuiramis
